File,MAE,MAPE,RMSE,R²
dt_results.csv,0.0030513686375088916,5.984163295790005,0.0038352238971862867,0.7398664350752792
svr_results.csv,0.0027009750360555626,5.724598685192169,0.003794048249062794,0.7454221313860272
rf_results.csv,0.002454308989647468,4.980654492711,0.003127118509925672,0.8270567454463159
tcn_results.csv,0.0021694300968586387,4.123270244810328,0.002682873443208536,0.8727038349425552
lstm_results.csv,0.0016212670837696336,3.1841832967448824,0.0020527333734018664,0.9254787667547283
bitcn_results.csv,0.0017905502984293191,3.441086780659713,0.002275300092035761,0.9084428393715183
vmd_lstm_results.csv,0.001954825945026178,3.8152765474252273,0.00242373892507533,0.8961069197871407
emd_lstm_results.csv,0.0008965785157068063,1.7345599905750113,0.0011889140211502126,0.9750013909489836
eemd_lstm_results.csv,0.001491897399303137,2.8824556394131893,0.001756297688391735,0.9454479337391728
ceemdan_lstm_results.csv,0.0006773304319371728,1.2979385998559003,0.0008450056276453933,0.9873720123141267
ceemdan_vmd_lstm_results.csv,0.0008938078612565446,1.7311088861879047,0.0011386580117977855,0.9770701317369969
ceemdan_emd_lstm_results.csv,0.0007010228560209423,1.3409712241673422,0.0008687253031971631,0.9866531158845747
ceemdan_eemd_lstm_results.csv,0.0007268214214659686,1.3937665317826258,0.0009001813725560753,0.985669049669723
Proposed_results.csv,0.0006530941753926706,1.259005270969782,0.0008103614920503963,0.9883862482669845
