File,MAE,MAPE,RMSE,R²
dt_results.csv,0.13017562209781253,5.655425861791991,0.19558868503133942,0.9611789150599918
svr_results.csv,0.10031748691894753,4.180336642737427,0.15326939624917824,0.9761608312390859
rf_results.csv,0.09973718354920103,4.112757219299789,0.1549230636128296,0.9756436409291738
tcn_results.csv,0.15576688937434555,6.812336739164458,0.21462170967762353,0.9532558232953795
lstm_results.csv,0.10243399100785339,4.44753144554994,0.14853586023111162,0.9776105798468674
bitcn_results.csv,0.13254332367277485,6.563967954755798,0.16659389696523016,0.9718357371109364
vmd_lstm_results.csv,0.09977341831151834,4.045107617844652,0.15417976401280653,0.9758767971953581
emd_lstm_results.csv,0.0565055687408377,2.4172801615093142,0.08687640321064302,0.9923407917248469
eemd_lstm_results.csv,0.0895920036961669,4.015047392954059,0.125820834937817,0.9839348297556068
ceemdan_lstm_results.csv,0.04862650959947642,1.982550846172014,0.08032552547657155,0.9934523212196468
ceemdan_vmd_lstm_results.csv,0.04648015384031414,1.8928846159574433,0.07424036373014517,0.9944067993850353
ceemdan_emd_lstm_results.csv,0.04749869482984294,1.9283887136999107,0.07752831345015901,0.9939004065745054
ceemdan_eemd_lstm_results.csv,0.04900205574607329,2.02925548882691,0.07855551631729848,0.9937377040279728
Proposed_results.csv,0.04433082093979058,1.8017355735517857,0.06952463105745611,0.9950947900497482
